author,year,covidence_id,hyperactive,hypoactive,mixed,nosubtype,combo_hypomix,combo_hypermix,factor_category,factor,factor_details,test_used,test_subscale,data_type,direction,cont_units,test_cutoff,cutoff_notes,categorical_notes,N_with_condition,N_without_condition,percentage_with_condition,N_total,N_notes,average_type,average,variance_type,variance,range_type,range_ll,range_ul
Rood,2019,234,,1,,,,,,sex,,,,cat,,,male,,,224,,,433,,,,,,,,
Rood,2019,234,,1,,,,,,age,,,,cont,,years,,,,,,,433,,mean,64,SD,13,,,
Rood,2019,234,,1,,,,,risk score,apache,,,APACHE IV score,cont,,score,,,,,,,433,,median,76,,,IQR,56,93
Rood,2019,234,,1,,,,,risk score,apache,,,APACHE IV mortality probablity,cont,,%,,,,,,,433,,median,25,,,IQR,11,50
Rood,2019,234,,,1,,,,,sex,,,,cat,,,male,,,392,,,571,,,,,,,,
Rood,2019,234,,,1,,,,,age,,,,cont,,years,,,,,,,571,,mean,66,SD,13,,,
Rood,2019,234,,,1,,,,risk score,apache,,,APACHE IV score,cont,,score,,,,,,,571,,median,75,,,IQR,60,91
Rood,2019,234,,,1,,,,risk score,apache,,,APACHE IV mortality probablity,cont,,%,,,,,,,571,,median,24,,,IQR,11,46
Santana Santos,2005,97,1,,,,,,,age,,,,cat,,,60-70,,,2,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,,age,,,,cat,,,71-79,,,2,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,,age,,,,cat,,,>=80,,,5,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,,age,,,,cont,,years,,,,,,,9,,mean,79.55,SD,7.8,,,
Santana Santos,2005,97,1,,,,,,,sex,,,,cat,,,female,,,5,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,comorbidity,dementia,,,,cat,,,presence,,,4,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,comorbidity,smoker,,,,cat,,,presence,,,2,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,comorbidity,congestive heart failure,,,,cat,,,presence,,,5,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,residential status,home,,,,cat,,,presence,,,3,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,residential status,nursing home,,,,cat,,,presence,,,6,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,risk score,ASA,,American Society of Anesthesiologists physical status class,,cat,,,"ASA 3,4",,,7,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,medicine,pethidine,opioid,premedication,,cat,,,presence,,,3,,,9,,,,,,,,
Santana Santos,2005,97,1,,,,,,medicine,midazolam,,premedication,,cat,,,presence,,,6,,,9,,,,,,,,
Santana Santos,2005,97,,1,,,,,,age,,,,cat,,,60-70,,,0,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,,age,,,,cat,,,71-79,,,1,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,,age,,,,cat,,,>=80,,,4,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,,age,,,,cont,,years,,,,,,,5,,mean,85.8,SD,4.4,,,
Santana Santos,2005,97,,1,,,,,,sex,,,,cat,,,female,,,5,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,comorbidity,dementia,,,,cat,,,presence,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,comorbidity,smoking,,,,cat,,,presence,,,1,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,comorbidity,congestive heart failure,,,,cat,,,presence,,,2,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,residential status,home,,,,cat,,,presence,,,2,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,residential status,nursing home,,,,cat,,,presence,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,risk score,ASA,,American Society of Anesthesiologists physical status class,,cat,,,"ASA 3,4",,,4,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,medicine,pethidine,opioid,premedication,,cat,,,presence,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,1,,,,,medicine,midazolam,,premedication,,cat,,,presence,,,2,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,,age,,,,cat,,,60-70,,,0,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,,age,,,,cat,,,71-79,,,0,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,,age,,,,cat,,,>=80,,,5,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,,age,,,,cont,,years,,,,,,,5,,mean,86.2,SD,4.9,,,
Santana Santos,2005,97,,,1,,,,,sex,,,,cat,,,female,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,comorbidity,dementia,,,,cat,,,presence,,,2,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,comorbidity,smoking,,,,cat,,,presence,,,0,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,comorbidity,congestive heart failure,,,,cat,,,presence,,,0,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,residential status,home,,,,cat,,,presence,,,2,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,residential status,nursing home,,,,cat,,,presence,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,risk score,ASA,,American Society of Anesthesiologists physical status class,,cat,,,"ASA 3,4",,,2,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,medicine,pethidine,opioid,premedication,,cat,,,presence,,,3,,,5,,,,,,,,
Santana Santos,2005,97,,,1,,,,medicine,midazolam,,premedication,,cat,,,presence,,,2,,,5,,,,,,,,
Simons,2018,230,,1,,,,,biomarker,TNF a,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,11,,median,4,,,IQR,4,16
Simons,2018,230,,1,,,,,biomarker,IL-6,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,11,,median,234,,,IQR,195,461
Simons,2018,230,,1,,,,,biomarker,IL-1 beta,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,11,,median,4,,,IQR,4,8
Simons,2018,230,,1,,,,,biomarker,IL-10,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,11,,median,28,,,IQR,12,39
Simons,2018,230,,1,,,,,biomarker,Neopterin,one day prior to clinical occurrence of delirium,inflammation,,cont,,mmol/L,,,,,,,11,,median,111,,,IQR,37,111
Simons,2018,230,,1,,,,,biomarker,MCP-1,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,11,,median,454,,,IQR,141,596
Simons,2018,230,,1,,,,,biomarker,Adinopectin,one day prior to clinical occurrence of delirium,inflammation,,cont,,ng/mL,,,,,,,11,,median,7391,,,IQR,3952,10499
Simons,2018,230,,1,,,,,biomarker,AB1-42,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,11,,median,63,,,IQR,45,81
Simons,2018,230,,1,,,,,biomarker,AB1-40,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,11,,median,229,,,IQR,200,274
Simons,2018,230,,1,,,,,biomarker,Ratio AB1-40/42,one day prior to clinical occurrence of delirium,brain,,cont,,ratio,,,,,,,11,,median,0.26,,,IQR,0.19,0.31
Simons,2018,230,,1,,,,,biomarker,Tau-protein,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,11,,median,90,,,IQR,46,224
Simons,2018,230,,1,,,,,biomarker,Ratio tau/AB1-42,one day prior to clinical occurrence of delirium,brain,,cont,,ratio,,,,,,,11,,median,1.42,,,IQR,0.9,2.57
Simons,2018,230,,,1,,,,biomarker,TNF a,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,23,,median,4,,,IQR,4,16
Simons,2018,230,,,1,,,,biomarker,IL-6,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,23,,median,109,,,IQR,51,365
Simons,2018,230,,,1,,,,biomarker,IL-1 beta,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,23,,median,4,,,IQR,4,8
Simons,2018,230,,,1,,,,biomarker,IL-10,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,23,,median,9,,,IQR,4,12
Simons,2018,230,,,1,,,,biomarker,Neopterin,one day prior to clinical occurrence of delirium,inflammation,,cont,,mmol/L,,,,,,,23,,median,29,,,IQR,16,64
Simons,2018,230,,,1,,,,biomarker,MCP-1,one day prior to clinical occurrence of delirium,inflammation,,cont,,pg/mL,,,,,,,23,,median,168,,,IQR,90,350
Simons,2018,230,,,1,,,,biomarker,Adinopectin,one day prior to clinical occurrence of delirium,inflammation,,cont,,ng/mL,,,,,,,23,,median,7997,,,IQR,5014,16099
Simons,2018,230,,,1,,,,biomarker,AB1-42,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,23,,median,55,,,IQR,46,67
Simons,2018,230,,,1,,,,biomarker,AB1-40,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,23,,median,167,,,IQR,142,247
Simons,2018,230,,,1,,,,biomarker,Ratio AB1-40/42,one day prior to clinical occurrence of delirium,brain,,cont,,ratio,,,,,,,23,,median,0.27,,,IQR,0.23,0.38
Simons,2018,230,,,1,,,,biomarker,Tau-protein,one day prior to clinical occurrence of delirium,brain,,cont,,pg/mL,,,,,,,23,,median,31.25,,,IQR,31.25,75
Simons,2018,230,,,1,,,,biomarker,Ratio tau/AB1-42,one day prior to clinical occurrence of delirium,brain,,cont,,ratio,,,,,,,23,,median,0.66,,,IQR,0.5,1.36
Slor,2013,592,,1,,,,,,age,,,,cont,,years,,,,,,,5,,mean,87.8,SD,4.5,,,
Slor,2013,592,,1,,,,,,sex,,,,cat,,,female,,,4,,,5,,,,,,,,
Slor,2013,592,,1,,,,,,delirium history,,,,cat,,,presence,,,0,,,5,,,,,,,,
Slor,2013,592,,1,,,,,,cognition,preoperative,"MMSE. MMSE is Mini Mental State Examination, range 0 (severe cognitive impairment) to 30 (no cognitive impairment), score<24 indicates cognitive impairment.",total,cont,,score,,,,,,,5,,mean,22.6,SD,3,,,
Slor,2013,592,,1,,,,,,cognition,preoperative,"IQCODE-N. IQCODE-N is Informant Questionnaire on Cognitive Decline in the Elderly—Short Form, range 16 (cognitive improvement) to 80 (severe cognitive decline), mean score>3.6 indicates cognitive decline.",,cont,,score,,,,,,,5,,mean,3.6,SD,0.5,,,
Slor,2013,592,,1,,,,,residential status,living independently,,,,cat,,,presence,,,3,,,5,,,,,,,,
Slor,2013,592,,1,,,,,functional status,ADL,0 (dependence) to 20 (independence),Barthel Index,,cont,positive,score,,,,,,,5,,mean,13.8,SD,4.1,,,
Slor,2013,592,,1,,,,,functional status,IADL,8 (no disability) to 31 (severe disability),Lawton IADL,,cont,negative,score,,,,,,,5,,mean,16,SD,7,,,
Slor,2013,592,,1,,,,,risk score,apache,"reviewed the Acute PhysiologyAge and Chronic Health Examination (APACHE II) score (range of 0 (no acute health problems) to 70 (severe acute health problems))",APACHE II,,cont,,score,,,,,,,5,,mean,14,SD,3.5,,,
Slor,2013,592,,1,,,,,comorbidity,N comorbid,,N of comorbid diseases at home,,cont,,number,,,,,,,5,,mean,1.8,SD,1.5,,,
Slor,2013,592,,1,,,,,medicine,N,,N of medications at home,,cont,,number,,,,,,,5,,mean,5.6,SD,3.8,,,
Slor,2013,592,1,,,,,,,age,,,,cont,,years,,,,,,,7,,mean,83.9,SD,3.7,,,
Slor,2013,592,1,,,,,,,sex,,,,cat,,,female,,,5,,,7,,,,,,,,
Slor,2013,592,1,,,,,,,delirium history,,,,cat,,,presence,,,0,,,7,,,,,,,,
Slor,2013,592,1,,,,,,,cognition,preoperative,"MMSE. MMSE is Mini Mental State Examination, range 0 (severe cognitive impairment) to 30 (no cognitive impairment), score<24 indicates cognitive impairment.",total,cont,,score,,,,,,,7,,mean,23.7,SD,2.6,,,
Slor,2013,592,1,,,,,,,cognition,preoperative,"IQCODE-N. IQCODE-N is Informant Questionnaire on Cognitive Decline in the Elderly—Short Form, range 16 (cognitive improvement) to 80 (severe cognitive decline), mean score>3.6 indicates cognitive decline.",,cont,,score,,,,,,,7,,mean,3.9,SD,0.5,,,
Slor,2013,592,1,,,,,,residential status,living independently,,,,cat,,,presence,,,4,,,7,,,,,,,,
Slor,2013,592,1,,,,,,functional status,ADL,0 (dependence) to 20 (independence),Barthel Index,,cont,positive,score,,,,,,,7,,mean,17.6,SD,2.1,,,
Slor,2013,592,1,,,,,,functional status,IADL,8 (no disability) to 31 (severe disability),Lawton IADL,,cont,negative,score,,,,,,,7,,mean,9.9,SD,5.2,,,
Slor,2013,592,1,,,,,,risk score,apache,"reviewed the Acute PhysiologyAge and Chronic Health Examination (APACHE II) score (range of 0 (no acute health problems) to 70 (severe acute health problems))",APACHE II,,cont,,score,,,,,,,7,,mean,14,SD,1.3,,,
Slor,2013,592,1,,,,,,comorbidity,N comorbid,,N of comorbid diseases at home,,cont,,number,,,,,,,7,,mean,2.1,SD,2,,,
Slor,2013,592,1,,,,,,medicine,N,,N of medications at home,,cont,,number,,,,,,,7,,mean,5.1,SD,4.1,,,
Slor,2013,592,,,1,,,,,age,,,,cont,,years,,,,,,,6,,mean,85.8,SD,5.9,,,
Slor,2013,592,,,1,,,,,sex,,,,cat,,,female,,,3,,,6,,,,,,,,
Slor,2013,592,,,1,,,,,delirium history,,,,cat,,,presence,,,3,,,6,,,,,,,,
Slor,2013,592,,,1,,,,,cognition,preoperative,"MMSE. MMSE is Mini Mental State Examination, range 0 (severe cognitive impairment) to 30 (no cognitive impairment), score<24 indicates cognitive impairment.",total,cont,,score,,,,,,,6,,mean,18.8,SD,5.6,,,
Slor,2013,592,,,1,,,,,cognition,preoperative,"IQCODE-N. IQCODE-N is Informant Questionnaire on Cognitive Decline in the Elderly—Short Form, range 16 (cognitive improvement) to 80 (severe cognitive decline), mean score>3.6 indicates cognitive decline.",,cont,,score,,,,,,,6,,mean,4.4,SD,0.4,,,
Slor,2013,592,,,1,,,,residential status,living independently,,,,cat,,,presence,,,1,,,6,,,,,,,,
Slor,2013,592,,,1,,,,functional status,ADL,0 (dependence) to 20 (independence),Barthel Index,,cont,positive,score,,,,,,,6,,mean,16,SD,3.9,,,
Slor,2013,592,,,1,,,,functional status,IADL,8 (no disability) to 31 (severe disability),Lawton IADL,,cont,negative,score,,,,,,,6,,mean,16.3,SD,8.1,,,
Slor,2013,592,,,1,,,,risk score,apache,"reviewed the Acute PhysiologyAge and Chronic Health Examination (APACHE II) score (range of 0 (no acute health problems) to 70 (severe acute health problems))",APACHE II,,cont,,score,,,,,,,6,,mean,13.3,SD,2.3,,,
Slor,2013,592,,,1,,,,comorbidity,N comorbid,,N of comorbid diseases at home,,cont,,number,,,,,,,6,,mean,2.5,SD,1.8,,,
Slor,2013,592,,,1,,,,medicine,N medications,,N of medications at home,,cont,,number,,,,,,,6,,mean,3.8,SD,2.5,,,
Trzepacz,2018,296,1,,,,,,,age,,,,cat,,,18-64 years,,,57,,,172,,,,,,,,
Trzepacz,2018,296,1,,,,,,,age,,,,cat,,,65-100 years,,,115,,,172,,,,,,,,
Trzepacz,2018,296,1,,,,,,,sex,,,,cat,,,male,,,115,,,172,,,,,,,,
Trzepacz,2018,296,,1,,,,,,age,,,,cat,,,18-64 years,,,14,,,64,,,,,,,,
Trzepacz,2018,296,,1,,,,,,age,,,,cat,,,65-100 years,,,50,,,64,,,,,,,,
Trzepacz,2018,296,,1,,,,,,sex,,,,cat,,,male,,,32,,,64,,,,,,,,
Trzepacz,2018,296,,,1,,,,,age,,,,cat,,,18-64 years,,,44,,,146,,,,,,,,
Trzepacz,2018,296,,,1,,,,,age,,,,cat,,,65-100 years,,,102,,,146,,,,,,,,
Trzepacz,2018,296,,,1,,,,,sex,,,,cat,,,male,,,100,,,146,,,,,,,,
Trzepacz,2018,296,,,,1,,,,age,,,,cat,,,18-64 years,,,10,,,24,,,,,,,,
Trzepacz,2018,296,,,,1,,,,age,,,,cat,,,65-100 years,,,14,,,24,,,,,,,,
Trzepacz,2018,296,,,,1,,,,sex,,,,cat,,,male,,,11,,,24,,,,,,,,
van den Boogaard,2012,224,1,,,,,,,age,,,,cont,,years,,,,,,,44,,median,73,,,IQR,60,77
van den Boogaard,2012,224,1,,,,,,risk score,apache,,APACHE II,,cont,,score,,,,,,,44,,median,16,,,IQR,13,19
van den Boogaard,2012,224,,1,,,,,,age,,,,cont,,years,,,,,,,148,,median,67,,,IQR,57,75
van den Boogaard,2012,224,,1,,,,,risk score,apache,,APACHE II,,cont,,score,,,,,,,148,,median,18,,,IQR,14,22
van den Boogaard,2012,224,,,1,,,,,age,,,,cont,,years,,,,,,,219,,median,66,,,IQR,56,75
van den Boogaard,2012,224,,,1,,,,risk score,apache,,APACHE II,,cont,,score,,,,,,,219,,median,18,,,IQR,14,23
van der Kooi,2013,215,,1,,,,,,age,,,,cont,,years,,,,,,,6,,mean,66.17,SD,16.29,,,
van der Kooi,2013,215,,1,,,,,,sex,,,,cat,,,male,,,3,,,6,,,,,,,,
van der Kooi,2013,215,,1,,,,,risk score,apache,,APACHE IV,,cont,,score,,,,,,,6,,mean,52.33,SD,14.17,,,
van der Kooi,2013,215,,,1,,,,,age,,,,cont,,years,,,,,,,18,,mean,66.89,SD,13.63,,,
van der Kooi,2013,215,,,1,,,,,sex,,,,cat,,,male,,,12,,,18,,,,,,,,
van der Kooi,2013,215,,,1,,,,risk score,apache,,APACHE IV,,cont,,score,,,,,,,18,,mean,61.56,SD,22.48,,,
van Keulen,2018,201,,1,,,,,comorbidity,diabetes,,Diabetes was marked present if noted in the medical record or if patients used insulin and/ or oral antidiabetic drugs at ICU admission,,cat,,,presence,,,23,,,124,,,,,,,,
van Keulen,2018,201,,,1,,,,comorbidity,diabetes,,Diabetes was marked present if noted in the medical record or if patients used insulin and/ or oral antidiabetic drugs at ICU admission,,cat,,,presence,,,64,,,286,,,,,,,,
van Velthuijsen,2018,164,,,,,,1,,sex,,,,cat,,,female,,,122,,,307,,,,,,,,
van Velthuijsen,2018,164,,,,,,1,,age,,,,cont,,years,,,,,,,307,,mean,81,SD,7,range,65,99
van Velthuijsen,2018,164,,,,,,1,residential status,living at home,,,,cat,,,presence,,,243,,,307,,,,,,,,
van Velthuijsen,2018,164,,,,,,1,comorbidity,dementia,,,,cat,,,presence,,,71,,,307,,,,,,,,
van Velthuijsen,2018,164,,,,,,1,comorbidity,N comorbid,,,,cont,,number,,,,,,,307,,mean,4,SD,2,range,1,12
van Velthuijsen,2018,164,,,,,,1,medicine,N medications,,,,cont,,number,,,,,,,307,,mean,8,SD,4,range,0,20
van Velthuijsen,2018,164,,1,,,,,,sex,,,,cat,,,female,,,45,,,94,,,,,,,,
van Velthuijsen,2018,164,,1,,,,,,age,,,,cont,,years,,,,,,,94,,mean,80,SD,7,range,65,93
van Velthuijsen,2018,164,,1,,,,,residential status,living at home,,,,cat,,,presence,,,71,,,94,,,,,,,,
van Velthuijsen,2018,164,,1,,,,,comorbidity,dementia,,,,cat,,,presence,,,25,,,94,,,,,,,,
van Velthuijsen,2018,164,,1,,,,,comorbidity,N comorbid,,,,cont,,number,,,,,,,94,,mean,4,SD,2,range,1,9
van Velthuijsen,2018,164,,1,,,,,medicine,N medications,,,,cont,,number,,,,,,,94,,mean,8,SD,4,range,0,19
Yang,2019,472,1,,,,,,,sex,,,,cat,,,male,,,22,,,34,,,,,,,,
Yang,2019,472,1,,,,,,,age,,,,cont,,years,,,,,,,34,,mean,78.76,SD,5.5,,,
Yang,2019,472,1,,,,,,comorbidity,cognitive impairment,,such as dementia or mild cognitive impairment.,,cat,,,presence,,,5,,,34,,,,,,,,
Yang,2019,472,1,,,,,,,delirium history,,,,cat,,,presence,,,4,,,34,,,,,,,,
Yang,2019,472,,1,,,,,,sex,,,,cat,,,male,,,14,,,25,,,,,,,,
Yang,2019,472,,1,,,,,,age,,,,cont,,years,,,,,,,25,,mean,76.76,SD,8.78,,,
Yang,2019,472,,1,,,,,comorbidity,cognitive impairment,,such as dementia or mild cognitive impairment.,,cat,,,presence,,,3,,,25,,,,,,,,
Yang,2019,472,,1,,,,,,delirium history,,,,cat,,,presence,,,2,,,25,,,,,,,,
Yang,2019,472,,,1,,,,,sex,,,,cat,,,male,,,18,,,30,,,,,,,,
Yang,2019,472,,,1,,,,,age,,,,cont,,years,,,,,,,30,,mean,77.36,SD,7.39,,,
Yang,2019,472,,,1,,,,comorbidity,cognitive impairment,,such as dementia or mild cognitive impairment.,,cat,,,presence,,,7,,,30,,,,,,,,
Yang,2019,472,,,1,,,,,delirium history,,,,cat,,,presence,,,6,,,30,,,,,,,,
Yang,2019,472,,,,1,,,,sex,,,,cat,,,male,,,1,,,6,,,,,,,,
Yang,2019,472,,,,1,,,,age,,,,cont,,years,,,,,,,6,,mean,75.33,SD,9.29,,,
Yang,2019,472,,,,1,,,comorbidity,cognitive impairment,,such as dementia or mild cognitive impairment.,,cat,,,presence,,,2,,,6,,,,,,,,
Yang,2019,472,,,,1,,,,delirium history,,,,cat,,,presence,,,0,,,6,,,,,,,,
Zipser,2020,15,,1,,,,,,age,,,,cont,,years,,,,,,,229,,mean,71.9,SD,13.4,,,
Zipser,2020,15,,1,,,,,,sex,,,,cat,,,male,,,,,59,229,,,,,,,,
Zipser,2020,15,1,,,,,,,age,,,,cont,,years,,,,,,,72,,mean,71.6,SD,14.8,,,
Zipser,2020,15,1,,,,,,,sex,,,,cat,,,male,,,,,62.5,72,,,,,,,,
Zipser,2020,15,,,1,,,,,age,,,,cont,,years,,,,,,,301,,mean,71.3,SD,14,,,
Zipser,2020,15,,,1,,,,,sex,,,,cat,,,male,,,,,66.1,301,,,,,,,,
